As of 2022-01-16,1,2,3,4,5
SHEL,50,14,10,,
SHEL,50,34,10,,
SHEL,50,41,50,,
SHEL,50,58,10,,
SHEL,50,22,10,,
SHEL,50,45,30,,
SHEL,50,49,10,,
SHEL,50,49,10,,
SHEL,50,3,10,,
GUFL,34,50,100,,
CGH,58,45,10,,
LGIL,59,1,100,,
JBBL,59,43,10,,
MBJC,59,58,10,,
RADHI,58,45,100,,
MDB,41,56,18,,
MDB,41,17,26,,
RMDC,51,38,100,,
SHIVM,42,21,20,,
SHIVM,42,46,100,,
ALICL,36,44,21,,
SGI,1,6,10,,
NIFRA,32,58,50,,
NRN,36,49,10,,
ALICL,49,44,437,,
AHPC,17,38,150,,
UPPER,33,34,30,,
ULI,38,48,10,,
JOSHI,38,43,200,,
NYADI,38,57,10,,
CORBL,6,59,10,,
CBBL,49,58,50,,
NRIC,49,49,50,,
JBLB,34,14,10,,
JBLB,34,52,10,,
JBLB,34,49,10,,
JBLB,34,34,10,,
JBLB,34,49,10,,
JBLB,34,45,10,,
JBLB,34,22,10,,
HURJA,32,55,170,,
NYADI,38,34,10,,
AKJCL,29,38,10,,
NYADI,38,14,10,,
SRBL,29,21,200,,
CHDC,39,39,10,,
SANIMA,52,32,95,,
SANIMA,52,19,100,,
SANIMA,52,42,200,,
SANIMA,52,59,155,,
NICLBSL,34,43,20,,
AHPC,58,38,150,,
GUFL,41,50,100,,
AHPC,20,38,104,,
MFIL,44,49,50,,
MFIL,44,1,20,,
MBJC,59,11,10,,
SHPC,26,38,104,,
AHPC,47,38,150,,
AHPC,47,55,100,,
AHPC,47,17,50,,
AHPC,20,58,46,,
AHPC,20,49,50,,
BARUN,36,44,268,,
BARUN,36,41,372,,
BARUN,36,59,20,,
BARUN,36,58,10,,
BARUN,36,58,30,,
BARUN,36,55,300,,
JFL,36,41,30,,
GHL,52,8,100,,
NICLBSL,34,39,10,,
HDL,52,41,48,,
HDL,4,41,12,,
HDL,45,41,40,,
SAHAS,45,6,10,,
NMB,13,11,50,,
CFCL,39,6,385,,
RHPL,7,52,160,,
RHPL,7,52,50,,
RHPL,7,57,90,,
CIT,5,58,100,,
HURJA,34,55,100,,
HURJA,49,55,85,,
RADHI,43,45,460,,
RADHI,10,45,50,,
NLICL,32,14,35,,
JFL,28,41,100,,
NMB,13,41,702,,
NMB,1,41,100,,
NMB,49,41,198,,
SAHAS,45,4,10,,
KSBBL,26,14,35,,
NUBL,45,40,10,,
MEGA,48,51,100,,
MEGA,48,44,100,,
MEGA,48,14,28,,
MEGA,48,39,50,,
MKJC,51,53,10,,
RLI,13,6,10,,
UNHPL,17,33,25,,
AHPC,52,49,50,,
AHPC,17,58,150,,
SANIMA,52,59,200,,
SHIVM,52,46,200,,
NTC,49,22,195,,
MBJC,59,34,10,,
DDBL,34,51,25,,
NTC,49,58,100,,
AHPC,52,36,200,,
NGPL,52,7,4419,,
NGPL,41,7,41,,
NGPL,57,7,100,,
NGPL,59,7,40,,
NGPL,7,7,1000,,
NGPL,44,7,380,,
NGPL,39,7,100,,
NGPL,50,7,20,,
NGPL,45,7,50,,
NGPL,57,7,200,,
NGPL,42,7,20,,
NGPL,34,7,400,,
NGPL,55,7,200,,
NGPL,29,7,100,,
NGPL,33,7,300,,
NGPL,44,7,35,,
NGPL,21,7,500,,
ULI,38,56,10,,
NGPL,40,7,500,,
NGPL,41,7,300,,
NGPL,38,7,100,,
NGPL,6,7,100,,
NGPL,50,7,300,,
NGPL,57,7,250,,
NGPL,14,7,50,,
NGPL,49,7,50,,
NGPL,45,7,1000,,
NGPL,33,7,50,,
NGPL,57,7,10,,
NGPL,40,7,100,,
NGPL,20,7,20,,
NGPL,58,7,100,,
NGPL,45,7,50,,
NGPL,41,7,100,,
NGPL,45,7,50,,
NGPL,40,7,160,,
NGPL,41,7,50,,
NGPL,4,7,50,,
NGPL,34,7,1000,,
NGPL,48,7,50,,
NGPL,48,7,100,,
NGPL,45,7,100,,
NGPL,46,7,50,,
NGPL,34,7,50,,
NGPL,37,7,40,,
NGPL,59,7,20,,
NGPL,48,7,100,,
NGPL,28,7,500,,
NGPL,28,7,174,,
NGPL,28,7,50,,
NGPL,43,7,100,,
NGPL,44,7,400,,
NGPL,21,7,100,,
NGPL,5,7,50,,
NGPL,54,7,100,,
NGPL,33,7,50,,
NGPL,34,7,50,,
NGPL,33,7,50,,
NGPL,59,7,10,,
NGPL,32,7,40,,
NGPL,51,7,1000,,
NGPL,42,7,450,,
NGPL,7,7,10,,
NGPL,21,7,150,,
NGPL,57,7,20,,
NGPL,26,7,100,,
NGPL,52,7,500,,
NGPL,16,7,100,,
NGPL,59,7,50,,
NGPL,39,7,100,,
NGPL,38,7,50,,
NGPL,21,7,100,,
NGPL,14,7,50,,
NGPL,45,7,300,,
NGPL,41,7,2766,,
NGPL,32,7,80,,
NGPL,36,7,500,,
NGPL,42,7,500,,
NGPL,45,7,500,,
NGPL,22,7,10,,
NGPL,20,7,500,,
NGPL,58,7,30,,
NGPL,14,7,200,,
NGPL,16,7,200,,
NGPL,34,7,100,,
NGPL,49,7,150,,
NGPL,21,7,20,,
NGPL,11,7,200,,
NGPL,45,7,20,,
NGPL,48,7,50,,
NGPL,17,7,50,,
NGPL,50,7,312,,
NGPL,54,7,1000,,
NGPL,39,7,250,,
NGPL,36,7,250,,
NGPL,13,7,262,,
NGPL,49,7,500,,
NGPL,53,7,500,,
NGPL,50,7,412,,
SHIVM,26,20,500,,
UNHPL,17,6,100,,
UNHPL,17,36,100,,
MFIL,49,29,10,,
NLIC,39,29,21,,
RURU,33,52,10,,
CGH,17,39,10,,
UPPER,33,45,1110,,
UPPER,39,45,10,,
UPPER,11,45,250,,
UPPER,48,45,30,,
NYADI,16,38,10,,
NIFRA,42,45,10,,
PLI,35,6,10,,
PRVU,7,39,70,,
PRVU,38,39,50,,
RADHI,34,43,40,,
RADHI,34,5,10,,
GIC,6,56,10,,
MLBL,58,50,10,,
NIFRA,25,41,50,,
NIFRA,25,16,197,,
SADBL,58,50,31,,
SADBL,48,50,70,,
NIFRA,32,58,160,,
AHPC,20,58,170,,
GFCL,45,4,200,,
GFCL,45,53,100,,
AHPC,52,48,50,,
AHPC,16,48,300,,
MFIL,49,52,30,,
CZBIL,37,33,116,,
PIC,38,54,15,,
GUFL,21,50,100,,
AHPC,16,33,50,,
HIDCL,45,32,100,,
SHPC,59,38,46,,
NRN,36,6,10,,
ALICL,32,58,49,,
ALICL,25,44,12,,
API,35,26,200,,
SHIVM,47,46,200,,
GLH,45,49,10,,
GUFL,21,50,70,,
UPPER,58,6,10,,
ULI,38,57,10,,
CZBIL,6,33,100,,
NHDL,34,44,100,,
NHDL,34,20,100,,
HDL,45,34,10,,
HDL,45,32,20,,
HDL,45,50,10,,
HDL,45,54,20,,
CFCL,39,14,80,,
SLI,49,57,10,,
AHPC,47,58,140,,
AHPC,47,45,10,,
JLI,59,58,10,,
AKJCL,42,34,30,,
SANIMA,52,46,1000,,
SANIMA,52,55,20,,
GBIME,36,54,33,,
GBIME,21,54,30,,
SHINE,58,53,95,,
SLCF,39,54,1000,,
KBL,17,58,10,,
SLI,49,56,10,,
UMHL,44,13,50,,
MEN,32,6,10,,
SBCF,48,58,250,,
API,25,57,200,,
JOSHI,38,26,100,,
UMHL,44,58,100,,
CHDC,39,41,10,,
CHDC,39,6,10,,
CHDC,39,32,180,,
CCBL,48,50,77,,
CCBL,10,50,23,,
NGPL,13,48,10,,
NGPL,13,28,28,,
HDL,58,54,10,,
HDL,58,54,37,,
NHPC,44,45,230,,
NHPC,21,45,61,,
SINDU,45,47,20,,
AHPC,50,58,600,,
SKBBL,57,17,50,,
SKBBL,57,33,40,,
SKBBL,57,38,110,,
RMDC,49,34,45,,
RMDC,49,51,55,,
NRIC,49,17,30,,
NRIC,44,17,20,,
EDBL,35,1,73,,
EDBL,58,1,27,,
AHPC,47,58,200,,
SJCL,25,55,40,,
NIFRA,58,16,928,,
NIFRA,58,38,60,,
NIFRA,58,58,12,,
ALICL,49,44,60,,
MEN,17,59,250,,
GLICL,19,38,20,,
GUFL,55,50,250,,
SICL,43,58,13,,
GBD80/81,38,29,10,,
AHPC,20,58,150,,
PFL,35,36,100,,
FMDBLP,10,57,14054,,
GUFL,57,50,20,,
FOWAD,49,26,10,,
FOWAD,13,26,30,,
NMB,49,58,25,,
KSBBL,44,14,122,,
HDL,32,54,10,,
UMHL,44,34,300,,
CCBL,48,49,2000,,
STC,51,7,10,,
NTC,49,52,35,,
NTC,49,32,200,,
NTC,49,59,20,,
NTC,49,6,200,,
NTC,49,42,100,,
NTC,49,22,165,,
NTC,49,58,600,,
NTC,49,38,50,,
NTC,49,52,10,,
NTC,49,58,50,,
NTC,49,58,24,,
NTC,49,48,20,,
NTC,49,3,30,,
NTC,49,33,1000,,
NTC,49,14,50,,
NTC,49,17,10,,
NTC,49,42,141,,
NICLBSL,34,34,10,,
SANIMA,52,22,755,,
RHPL,44,21,45,,
NABIL,42,33,84,,
NABIL,42,38,70,,
NABIL,42,49,66,,
SGI,1,29,10,,
CHCL,7,35,100,,
MBJC,59,58,10,,
ICFC,14,38,125,,
ULI,38,14,10,,
ICFC,14,45,154,,
SHPC,59,43,105,,
AHPC,47,58,200,,
ALICL,5,44,250,,
NYADI,16,58,10,,
NMB,49,58,100,,
NMB,49,4,100,,
NMB,49,39,10,,
NMB,49,34,500,,
NMB,49,49,17,,
NMB,49,41,50,,
NLIC,25,17,11,,
NYADI,16,22,10,,
SLI,49,34,10,,
NIFRA,45,42,18,,
FMDBL,42,34,20,,
CBL,58,50,100,,
AHPC,16,36,100,,
NIFRA,57,42,32,,
NIFRA,57,56,18,,
HDL,49,54,70,,
HDL,49,43,10,,
NBL,6,49,100,,
UIC,38,46,125,,
UIC,38,1,10,,
UIC,38,39,20,,
HDHPC,43,45,210,,
GLH,54,6,10,,
HIDCL,58,39,200,,
HIDCL,53,39,540,,
HIDCL,38,39,100,,
HIDCL,49,39,60,,
HIDCL,20,39,75,,
PPCL,6,56,20,,
UMHL,57,34,200,,
AHPC,16,6,50,,
ULI,38,58,10,,
NIFRA,35,56,10,,
NMB,10,49,45,,
PCBL,21,59,22,,
HDL,25,43,100,,
PLI,48,21,10,,
DDBL,42,39,29,,
NYADI,16,22,10,,
BBC,17,11,10,,
CHCL,41,35,200,,
SHPC,26,50,1000,,
NIBLPF,6,11,6395,,
GHL,49,8,200,,
GUFL,8,50,50,,
NTC,49,42,45,,
NTC,49,28,10,,
NTC,49,22,30,,
NTC,49,54,100,,
NTC,49,4,50,,
NTC,49,46,20,,
NTC,49,42,500,,
NTC,49,41,10,,
NTC,49,34,150,,
NTC,49,57,125,,
NTC,49,22,500,,
NTC,49,38,475,,
AKJCL,41,34,20,,
GBBL,38,29,50,,
GBBL,38,59,650,,
OHL,39,8,60,,
HIDCL,44,39,690,,
AHPC,47,58,150,,
SICL,43,58,107,,
NIFRA,49,49,50,,
MBJC,59,38,10,,
AHPC,47,58,150,,
NIFRA,49,51,60,,
AKJCL,55,39,251,,
AKJCL,26,39,200,,
AKJCL,44,39,100,,
AKJCL,22,39,40,,
AKJCL,51,39,10,,
AKJCL,45,39,220,,
AKJCL,38,39,179,,
AHPC,20,36,68,,
AHPC,20,59,28,,
NGPL,49,58,50,,
SJCL,4,22,50,,
UIC,38,42,30,,
CCBL,10,33,100,,
JLI,57,58,10,,
CHCL,41,35,150,,
CHCL,25,35,10,,
GLH,54,51,10,,
HPPL,43,44,128,,
HPPL,43,34,100,,
HPPL,43,7,200,,
HPPL,43,41,10,,
HPPL,43,53,10,,
HPPL,43,26,52,,
OHL,39,37,461,,
OHL,39,11,120,,
OHL,39,47,919,,
OHL,39,28,10,,
OHL,39,14,450,,
OHL,39,40,22,,
OHL,39,21,100,,
NHPC,38,45,100,,
JOSHI,38,26,75,,
SHL,35,28,100,,
SHL,35,56,520,,
KBL,26,39,30,,
SHPC,53,50,20,,
NGPL,50,57,88,,
NGPL,33,57,500,,
NGPL,33,57,412,,
MLBBL,32,57,100,,
BFC,32,58,10,,
HIDCL,44,39,135,,
NTC,26,38,25,,
RLI,13,42,10,,
MFIL,58,53,50,,
NIFRA,49,10,60,,
AKPL,26,46,16,,
HIDCL,44,58,175,,
HIDCL,35,58,25,,
SKBBL,D01,58,900,,
SKBBL,D01,59,200,,
SKBBL,D01,6,261,,
AHPC,53,48,200,,
GHL,49,32,30,,
HIDCL,35,44,175,,
HIDCL,35,25,500,,
SPC,56,35,10,,
GILB,35,32,10,,
NFS,14,41,260,,
NFS,14,3,240,,
SIFC,4,4,943,,
SIFC,45,4,200,,
SIFC,41,4,57,,
SIFC,33,4,200,,
SIFC,45,4,200,,
RLFL,57,48,100,,
KRBL,44,54,90,,
PLI,50,58,10,,
SMATA,22,58,16,,
API,34,58,500,,
ACLBSL,26,22,10,,
ACLBSL,26,45,13,,
AHPC,47,59,200,,
UPCL,49,56,50,,
HDL,58,58,13,,
HDL,39,58,20,,
HDL,41,58,17,,
GUFL,53,50,200,,
HIDCL,28,39,440,,
NIFRA,10,56,72,,
NIFRA,10,59,80,,
NIFRA,10,38,100,,
NIFRA,10,57,60,,
SHEL,46,10,10,,
NIFRA,10,16,188,,
STC,34,34,10,,
MLBL,58,38,153,,
RLI,13,56,70,,
NLICL,42,54,500,,
NLICL,42,47,10,,
NIFRA,29,16,32,,
ADBL,56,14,20,,
HIDCL,20,44,10,,
AHPC,20,59,150,,
GIMES1,58,44,250,,
SLI,49,36,10,,
KSBBL,51,D01,478,,
HIDCL,43,44,100,,
RLI,58,56,30,,
RLI,58,49,10,,
GIC,6,39,210,,
JOSHI,34,26,50,,
API,35,54,51,,
GBBL,48,59,100,,
AKJCL,38,39,21,,
AKJCL,38,39,979,,
GBLBS,58,46,50,,
NYADI,16,38,10,,
HIDCL,45,44,100,,
AHPC,47,59,100,,
ICFC,54,45,100,,
GBBL,55,54,100,,
CHDC,20,32,20,,
NICA,17,58,60,,
AKPL,35,34,300,,
AKPL,35,46,200,,
HIDCL,58,44,15,,
AKJCL,38,58,21,,
AKJCL,49,58,100,,
KBL,28,50,1272,,
KBL,28,3,100,,
KBL,28,58,172,,
HDL,45,43,50,,
AKPL,26,55,50,,
SHPC,50,50,10,,
JBLB,45,57,20,,
JBLB,1,57,20,,
JBLB,45,57,10,,
JBLB,37,57,10,,
NHDL,49,57,15,,
BOKL,44,51,100,,
NGPL,33,34,188,,
NGPL,58,34,52,,
NGPL,33,34,60,,
LBBL,35,58,32,,
LBBL,35,39,15,,
LBBL,35,57,23,,
NBL,38,48,10,,
MBJC,59,58,10,,
MBJC,59,59,10,,
SAPDBL,28,48,400,,
SAPDBL,28,21,100,,
SAPDBL,28,26,150,,
SAPDBL,28,1,200,,
GBBL,55,41,72,,
GBBL,16,41,100,,
GBBL,6,41,328,,
GBLBS,58,29,15,,
GBLBS,58,52,40,,
SHIVM,39,20,84,,
SHIVM,39,17,40,,
SHIVM,39,34,28,,
SHIVM,39,17,13,,
SHIVM,39,49,10,,
SHIVM,39,6,25,,
STC,47,51,1,,
AHPC,20,48,100,,
GBLBS,34,52,30,,
AHPC,20,59,22,,
AHPC,20,58,100,,
AHPC,20,57,300,,
AHPC,20,55,78,,
MBJC,59,11,10,,
SHIVM,26,51,61,,
GHL,41,32,200,,
GHL,41,32,80,,
GHL,36,32,100,,
GHL,35,32,90,,
CHCL,28,40,100,,
CHCL,28,54,1000,,
CHCL,28,14,100,,
PRVU,28,37,50,,
SSHL,57,57,100,,
HDHPC,43,48,190,,
HDHPC,49,48,10,,
AHPC,47,55,72,,
AHPC,47,32,28,,
KBL,48,58,19,,
KBL,48,17,50,,
KBL,48,51,70,,
KBL,48,44,16,,
KBL,48,53,27,,
CCBL,48,49,5000,,
GUFL,38,50,250,,
SHPC,59,45,274,,
ALICL,45,44,200,,
GBBL,33,59,380,,
MKJC,51,21,20,,
KKHC,48,57,499,,
KKHC,48,48,100,,
KKHC,48,32,10,,
KKHC,48,45,100,,
KKHC,48,51,50,,
KKHC,48,55,45,,
KKHC,48,22,195,,
JOSHI,38,26,75,,
MBJC,59,45,10,,
ADBL,52,39,40,,
ADBL,42,39,40,,
ADBL,13,39,100,,
ADBL,14,39,20,,
ADBL,43,39,300,,
CFCL,39,26,20,,
NIFRA,49,16,20,,
CHDC,18,21,10,,
CHDC,5,21,190,,
MLBL,58,42,100,,
MLBL,58,57,29,,
RHPL,33,52,260,,
NRIC,1,1,150,,
KSBBL,51,48,22,,
HPPL,43,14,10,,
HPPL,43,48,85,,
NLIC,25,34,21,,
NLIC,59,34,250,,
NLIC,40,34,190,,
NLIC,59,34,20,,
NLIC,59,34,200,,
NLIC,45,34,150,,
NLIC,45,34,30,,
NLIC,29,34,121,,
NLIC,8,34,22,,
ILBS,16,13,30,,
RLI,43,47,10,,
PFL,18,32,370,,
PFL,14,32,130,,
PRIN,53,52,10,,
CBL,33,1,1001,,
GMFIL,4,47,46,,
JOSHI,49,26,400,,
AIL,45,14,40,,
AIL,45,37,150,,
AIL,45,37,103,,
GLICL,19,56,50,,
GLICL,35,56,150,,
GLICL,56,56,100,,
GLH,54,58,10,,
SPC,56,44,10,,
DDBL,41,4,20,,
NFS,14,58,111,,
NFS,14,25,389,,
UPPER,58,39,4992,,
UPPER,58,6,50,,
UPPER,58,26,50,,
UPPER,58,4,20,,
UPPER,58,49,10,,
UPPER,58,25,75,,
UPPER,58,58,62,,
UPPER,58,49,10,,
UPPER,58,39,147,,
UPPER,58,13,50,,
UPPER,58,34,34,,
SPC,56,58,10,,
NIFRA,57,16,100,,
MBJC,59,33,10,,
GILB,34,35,10,,
BNT,21,37,10,,
SLICL,4,10,200,,
UMRH,46,36,10,,
JFL,59,41,35,,
JFL,59,33,15,,
NGPL,16,42,20,,
NGPL,16,43,20,,
JLI,57,57,10,,
NIFRA,44,1,14,,
HURJA,49,17,15,,
HURJA,55,17,1000,,
HURJA,55,17,885,,
HURJA,56,17,100,,
BOKL,17,13,90,,
BOKL,6,13,100,,
GUFL,58,50,100,,
RLI,43,29,10,,
HIDCL,28,5,60,,
GBBL,57,59,400,,
PLI,50,14,10,,
RLI,43,11,85,,
RLI,21,11,40,,
RLI,45,11,375,,
GUFL,58,50,250,,
STC,11,39,24,,
NHPC,58,45,100,,
EDBL,58,35,50,,
EDBL,13,35,50,,
NBL,52,49,500,,
NBL,52,51,20,,
SADBL,49,6,675,,
NIFRA,44,58,10,,
MEGA,45,59,100,,
CGH,49,33,15,,
SHIVM,57,51,39,,
CCBL,6,49,196,,
CCBL,6,54,150,,
NRIC,51,38,100,,
CCBL,6,33,45,,
CCBL,6,10,25,,
CCBL,6,22,84,,
NIFRA,54,10,30,,
NIFRA,34,10,20,,
NUBL,14,54,34,,
GUFL,51,50,100,,
HDL,41,49,23,,
KKHC,22,28,73,,
NABIL,21,8,37,,
NABIL,21,49,35,,
MEN,42,35,100,,
MDB,25,17,30,,
NGPL,41,43,130,,
MNBBL,26,56,85,,
MNBBL,42,56,100,,
MNBBL,45,56,15,,
JBLB,51,32,50,,
JBLB,51,34,10,,
UMHL,52,55,19,,
AKJCL,52,34,100,,
GUFL,39,50,50,,
GUFL,21,50,40,,
GUFL,34,50,90,,
GUFL,7,50,110,,
GUFL,13,50,500,,
GUFL,45,50,10,,
GUFL,51,50,10,,
GUFL,28,50,300,,
GUFL,40,50,170,,
PMHPL,29,54,100,,
GUFL,26,50,200,,
GUFL,41,50,10,,
GUFL,42,50,20,,
GUFL,53,50,500,,
GUFL,7,50,40,,
GUFL,42,50,20,,
GUFL,38,50,2100,,
GUFL,6,50,100,,
GUFL,6,50,40,,
GUFL,32,50,500,,
GUFL,11,50,10,,
GUFL,21,50,63,,
STC,11,5,11,,
NCCB,13,58,1000,,
NCCB,49,58,1000,,
NCCB,26,58,200,,
CHDC,5,39,100,,
GUFL,21,56,100,,
PIC,54,56,20,,
NABIL,1,49,30,,
CHL,49,44,23,,
NIFRA,34,45,30,,
NIFRA,55,45,30,,
MEGA,35,41,12,,
NABIL,58,49,20,,
NABIL,3,49,22,,
NABIL,58,49,100,,
NABIL,58,49,87,,
NABIL,49,49,100,,
NABIL,49,49,44,,
NABIL,6,49,20,,
NABIL,51,49,50,,
NABIL,52,49,50,,
NABIL,19,49,50,,
NABIL,22,49,100,,
NABIL,48,49,100,,
NABIL,22,49,10,,
NABIL,47,49,87,,
NABIL,57,49,10,,
NABIL,57,49,40,,
NABIL,47,49,45,,
GBBL,45,59,50,,
HDHPC,51,45,10,,
MKLB,25,29,20,,
SMATA,51,58,10,,
MBJC,59,35,10,,
CBL,33,49,449,,
API,35,59,200,,
BPCL,58,41,20,,
CHL,20,54,166,,
KBL,58,53,132,,
KBL,58,40,11,,
FOWAD,13,21,20,,
SLICL,4,36,97,,
SLICL,4,5,100,,
NABIL,20,8,13,,
NABIL,20,54,50,,
LBBL,46,57,200,,
LBBL,41,57,50,,
LBBL,29,57,30,,
ULI,38,10,10,,
HDHPC,43,45,50,,
SHIVM,57,35,11,,
CZBIL,26,45,37,,
CZBIL,44,45,75,,
NYADI,16,51,10,,
MMF1,33,10,5000,,
SSHL,58,4,25,,
MLBSL,52,41,48,,
JBBL,59,45,90,,
HURJA,56,26,100,,
SIFC,57,13,10,,
HIDCL,49,49,150,,
LLBS,34,44,500,,
KSBBL,58,48,70,,
KSBBL,58,56,30,,
SPC,56,21,10,,
SPC,56,17,10,,
SDLBSL,44,11,20,,
BOKL,53,11,1000,,
SGI,1,35,10,,
SHPC,59,21,75,,
BOKL,28,34,30,,
BOKL,28,11,290,,
JOSHI,38,26,75,,
HDL,34,49,22,,
HPPL,42,48,915,,
HPPL,42,49,10,,
HPPL,42,35,65,,
HDL,10,58,10,,
UMHL,52,58,24,,
UMHL,52,33,57,,
PFL,14,45,500,,
CBBL,37,52,50,,
NMB,13,59,30,,
NHPC,21,57,90,,
NTC,26,54,800,,
NTC,26,47,50,,
NTC,26,10,40,,
NTC,26,14,10,,
NTC,26,17,75,,
BFC,32,45,27,,
BFC,32,45,30,,
TPC,32,34,10,,
API,35,51,100,,
SINDU,41,48,130,,
NIFRA,55,22,30,,
CBL,21,49,135,,
RSDC,43,45,25,,
KRBL,44,58,10,,
GBBL,57,59,185,,
NBL,1,51,20,,
NBL,52,58,50,,
NBL,52,57,100,,
NBL,52,50,500,,
NBL,52,41,40,,
NBL,52,22,500,,
NBL,52,50,20,,
NBL,52,49,500,,
NBL,52,49,128,,
NBL,52,49,50,,
NBL,52,16,35,,
NBL,52,47,18,,
NGPL,33,32,340,,
SSHL,45,34,433,,
SSHL,59,34,52,,
SSHL,49,34,10,,
PMHPL,41,3,50,,
KBL,26,40,89,,
KBL,26,35,633,,
CFCL,53,33,50,,
API,32,53,240,,
NIFRA,49,57,60,,
NGPL,49,32,60,,
CBBL,8,44,25,,
JBLB,41,33,10,,
AHPC,47,32,82,,
AHPC,47,29,77,,
AHPC,47,52,141,,
ILBS,35,10,10,,
NBF2,59,59,100,,
PLI,50,58,10,,
CHL,58,44,10,,
HIDCL,38,45,40,,
STC,16,34,15,,
NIFRA,44,17,50,,
GRDBL,4,41,23,,
NABIL,47,35,45,,
CFCL,53,13,700,,
CFCL,56,13,100,,
CFCL,48,13,100,,
JBBL,50,45,10,,
UMHL,45,33,20,,
PFL,14,45,70,,
NMB50,42,14,2000,,
RLFL,57,57,180,,
RLFL,6,57,100,,
GBIME,52,33,80,,
KSBBL,5,56,20,,
KBL,48,44,18,,
PRVU,35,37,10,,
PRVU,6,37,140,,
PFL,14,58,100,,
SAHAS,45,17,10,,
PIC,45,59,50,,
GFCL,42,4,60,,
GFCL,42,6,19,,
GFCL,42,54,190,,
GFCL,42,14,100,,
RLFL,6,38,100,,
SLI,49,36,10,,
SMATA,35,42,20,,
CCBL,10,6,70,,
CZBIL,36,33,84,,
SADBL,45,5,100,,
HIDCL,42,45,15,,
PLI,50,56,10,,
NBF2,59,28,773,,
CBL,22,D01,3000,,
AKJCL,41,34,15,,
AKJCL,5,34,150,,
NBL,38,34,10,,
IGI,34,35,110,,
MKJC,51,21,10,,
MKJC,51,25,10,,
NLIC,45,34,30,,
SLICL,4,32,200,,
GBLBS,58,16,300,,
GBLBS,58,46,100,,
GBLBS,58,33,100,,
CZBIL,39,36,50,,
CZBIL,39,50,450,,
NICLBSL,34,49,10,,
PLI,50,45,10,,
SICL,25,58,95,,
RADHI,17,43,171,,
MNBBL,41,13,61,,
MNBBL,41,28,169,,
MNBBL,41,29,10,,
MNBBL,41,58,260,,
SADBL,49,38,25,,
SADBL,50,38,120,,
NBL,52,59,20,,
NBL,52,56,70,,
PCBL,56,8,31,,
PCBL,47,8,69,,
RSDC,45,35,10,,
BOKL,58,11,200,,
BOKL,21,11,10,,
NICA,21,57,100,,
NICA,50,57,50,,
HIDCL,47,7,1000,,
SLICL,8,38,7,,
API,32,35,108,,
API,26,35,200,,
API,56,35,100,,
API,53,35,92,,
AHPC,47,52,150,,
ALICL,57,44,20,,
ALICL,57,44,330,,
ALBSL,14,29,12,,
ALBSL,14,34,12,,
GMFIL,4,34,100,,
SHPC,35,36,91,,
SPC,36,58,10,,
SHIVM,57,40,100,,
JBBL,39,48,455,,
JBBL,39,50,45,,
GUFL,21,45,137,,
GUFL,58,45,200,,
GUFL,38,45,185,,
GUFL,22,45,63,,
HDHPC,43,45,90,,
HIDCL,13,45,139,,
CIT,45,41,100,,
PMHPL,50,57,50,,
RBCLPO,4,57,30,,
SADBL,28,5,440,,
SADBL,28,7,60,,
MBJC,59,38,10,,
AKPL,26,58,134,,
NIFRA,44,16,50,,
UPCL,42,55,115,,
NIFRA,44,57,50,,
UMHL,57,33,100,,
HDL,11,36,20,,
NABIL,51,54,100,,
SLI,49,29,10,,
UMHL,33,33,100,,
UMHL,58,33,100,,
UMHL,59,33,15,,
UMHL,52,33,300,,
HIDCL,13,34,36,,
UMHL,14,33,100,,
HIDCL,41,34,100,,
UMHL,26,33,208,,
KBL,49,35,50,,
SICL,43,58,200,,
ADBL,3,14,156,,
KRBL,44,38,100,,
UNHPL,17,14,20,,
ULI,38,47,10,,
ILBS,57,35,10,,
SAHAS,44,56,10,,
NIFRA,44,58,50,,
NRN,36,21,10,,
NRN,36,34,10,,
BFC,32,34,10,,
BFC,49,34,30,,
AKJCL,57,32,95,,
AKJCL,57,38,205,,
GLICL,58,26,50,,
MLBBL,58,36,50,,
GBIME,43,33,1000,,
NYADI,51,41,10,,
NIFRA,44,10,60,,
HIDCL,13,17,15,,
AIL,3,37,500,,
AHPC,20,52,109,,
AKPL,32,34,300,,
NGPL,45,42,100,,
KSBBL,29,56,50,,
NIFRA,44,35,50,,
NIFRA,44,34,140,,
PLI,50,57,100,,
SHEL,55,49,10,,
LBBL,28,58,150,,
NIFRA,21,34,480,,
NIFRA,21,1,20,,
JOSHI,38,26,25,,
JOSHI,38,35,50,,
MFIL,58,52,50,,
NBF3,19,39,100,,
SSHL,59,42,50,,
SSHL,59,19,100,,
SSHL,59,26,218,,
NFS,38,6,300,,
MLBS,46,34,10,,
SHEL,5,38,10,,
JBLB,38,58,10,,
GUFL,51,50,100,,
SAHAS,44,47,10,,
SHEL,5,49,10,,
CCBL,45,6,20,,
ULI,38,10,10,,
SPC,36,7,10,,
SHIVM,5,34,35,,
SIFC,51,4,50,,
ULI,38,34,10,,
AKPL,32,55,50,,
UPPER,58,39,4853,,
UPPER,58,40,20,,
UPPER,58,42,27,,
UPPER,58,45,100,,
SICL,22,58,300,,
NTC,49,36,45,,
NTC,49,28,300,,
NTC,49,52,10,,
NTC,49,22,250,,
NTC,49,50,10,,
NTC,49,45,25,,
NTC,49,38,10,,
NTC,49,16,100,,
NTC,49,51,50,,
NTC,49,7,100,,
NTC,49,45,20,,
